
id	gender	age	block_id	trial_number	bandit_position	 bandit_id	payoff	rt	block_score	total_score_overall	timestamp	ms
107	female	69	1	0	0	0	0	2.978000	0	0	2016-Mrz08-12.19.31	225000	
107	female	69	1	1	1	1	0	3.863000	0	0	2016-Mrz08-12.19.35	684000	
107	female	69	1	2	1	1	0	2.084000	0	0	2016-Mrz08-12.19.38	365000	
107	female	69	1	3	2	2	0	1.627000	0	0	2016-Mrz08-12.19.40	595000	
107	female	69	1	4	3	3	1	1.742000	1	1	2016-Mrz08-12.19.42	945000	
107	female	69	1	5	3	3	1	0.809000	2	2	2016-Mrz08-12.19.44	361000	
107	female	69	1	6	3	3	0	0.953000	2	2	2016-Mrz08-12.19.45	919000	
107	female	69	1	7	2	2	0	1.138000	2	2	2016-Mrz08-12.19.47	665000	
107	female	69	1	8	2	2	1	0.769000	3	3	2016-Mrz08-12.19.49	43000	
107	female	69	1	9	2	2	1	0.614000	4	4	2016-Mrz08-12.19.50	266000	
107	female	69	1	10	2	2	0	0.344000	4	4	2016-Mrz08-12.19.51	220000	
107	female	69	1	11	1	1	0	1.503000	4	4	2016-Mrz08-12.19.53	331000	
107	female	69	1	12	1	1	0	0.407000	4	4	2016-Mrz08-12.19.54	348000	
107	female	69	1	13	1	1	1	0.557000	5	5	2016-Mrz08-12.19.55	515000	
107	female	69	1	14	1	1	0	0.567000	5	5	2016-Mrz08-12.19.56	693000	
107	female	69	1	15	1	1	1	1.045000	6	6	2016-Mrz08-12.19.58	346000	
107	female	69	1	16	1	1	1	0.864000	7	7	2016-Mrz08-12.19.59	819000	
107	female	69	1	17	1	1	1	2.616000	8	8	2016-Mrz08-12.20.03	45000	
107	female	69	1	18	3	3	1	1.702000	9	9	2016-Mrz08-12.20.05	355000	
107	female	69	1	19	3	3	0	0.719000	9	9	2016-Mrz08-12.20.06	683000	
107	female	69	1	20	2	2	1	1.088000	10	10	2016-Mrz08-12.20.08	378000	
107	female	69	1	21	2	2	0	0.584000	10	10	2016-Mrz08-12.20.09	572000	
107	female	69	1	22	2	2	0	0.366000	10	10	2016-Mrz08-12.20.10	550000	
107	female	69	1	23	2	2	1	0.300000	11	11	2016-Mrz08-12.20.11	462000	
107	female	69	1	24	2	2	0	0.957000	11	11	2016-Mrz08-12.20.13	28000	
107	female	69	1	25	2	2	0	0.583000	11	11	2016-Mrz08-12.20.14	221000	
107	female	69	1	26	2	2	0	0.445000	11	11	2016-Mrz08-12.20.15	277000	
107	female	69	1	27	2	2	1	0.822000	12	12	2016-Mrz08-12.20.16	709000	
107	female	69	1	28	2	2	0	1.870000	12	12	2016-Mrz08-12.20.19	187000	
107	female	69	1	29	1	1	1	1.415000	13	13	2016-Mrz08-12.20.21	212000	
107	female	69	1	30	1	1	0	0.488000	13	13	2016-Mrz08-12.20.22	309000	
107	female	69	1	31	1	1	1	0.782000	14	14	2016-Mrz08-12.20.23	700000	
107	female	69	1	32	1	1	0	0.543000	14	14	2016-Mrz08-12.20.24	853000	
107	female	69	1	33	2	2	0	1.767000	14	14	2016-Mrz08-12.20.27	228000	
107	female	69	1	34	2	2	1	0.368000	15	15	2016-Mrz08-12.20.28	207000	
107	female	69	1	35	2	2	1	0.468000	16	16	2016-Mrz08-12.20.29	285000	
107	female	69	1	36	2	2	1	0.582000	17	17	2016-Mrz08-12.20.30	479000	
107	female	69	1	37	2	2	0	1.445000	17	17	2016-Mrz08-12.20.32	532000	
107	female	69	1	38	0	0	0	1.383000	17	17	2016-Mrz08-12.20.34	525000	
107	female	69	1	39	0	0	1	0.263000	18	18	2016-Mrz08-12.20.35	398000	
107	female	69	1	40	0	0	0	0.341000	18	18	2016-Mrz08-12.20.36	351000	
107	female	69	1	41	0	0	1	0.652000	19	19	2016-Mrz08-12.20.37	615000	
107	female	69	1	42	0	0	0	0.908000	19	19	2016-Mrz08-12.20.39	134000	
107	female	69	1	43	3	3	1	0.949000	20	20	2016-Mrz08-12.20.40	694000	
107	female	69	1	44	3	3	0	0.949000	20	20	2016-Mrz08-12.20.42	255000	
107	female	69	1	45	2	2	0	1.533000	20	20	2016-Mrz08-12.20.44	398000	
107	female	69	1	46	3	3	0	0.957000	20	20	2016-Mrz08-12.20.45	966000	
107	female	69	1	47	3	3	0	0.277000	20	20	2016-Mrz08-12.20.46	855000	
107	female	69	1	48	3	3	1	0.301000	21	21	2016-Mrz08-12.20.47	767000	
107	female	69	1	49	3	3	1	2.453000	22	22	2016-Mrz08-12.20.50	831000	
107	female	69	1	50	3	3	0	37.381000	22	22	2016-Mrz08-12.21.28	823000	
107	female	69	1	51	3	3	1	5.775000	23	23	2016-Mrz08-12.21.35	209000	
107	female	69	1	52	3	3	1	1.197000	24	24	2016-Mrz08-12.21.37	15000	
107	female	69	1	53	3	3	0	0.974000	24	24	2016-Mrz08-12.21.38	599000	
107	female	69	1	54	3	3	1	0.751000	25	25	2016-Mrz08-12.21.39	959000	
107	female	69	1	55	3	3	0	2.158000	25	25	2016-Mrz08-12.21.42	728000	
107	female	69	1	56	3	3	0	0.887000	25	25	2016-Mrz08-12.21.44	226000	
107	female	69	1	57	3	3	0	0.380000	25	25	2016-Mrz08-12.21.45	218000	
107	female	69	1	58	3	3	1	0.236000	26	26	2016-Mrz08-12.21.46	68000	
107	female	69	1	59	1	1	1	2.930000	27	27	2016-Mrz08-12.21.49	608000	
107	female	69	1	60	1	1	0	0.709000	27	27	2016-Mrz08-12.21.50	929000	
107	female	69	1	61	1	1	0	0.949000	27	27	2016-Mrz08-12.21.52	489000	
107	female	69	1	62	3	3	0	2.053000	27	27	2016-Mrz08-12.21.55	153000	
107	female	69	1	63	3	3	0	0.333000	27	27	2016-Mrz08-12.21.56	99000	
107	female	69	1	64	1	1	0	0.731000	27	27	2016-Mrz08-12.21.57	440000	
107	female	69	1	65	2	2	1	1.957000	28	28	2016-Mrz08-12.22.00	9000	
107	female	69	1	66	2	2	0	0.317000	28	28	2016-Mrz08-12.22.00	939000	
