
id	gender	age	block_id	trial_number	bandit_position	 bandit_id	payoff	rt	block_score	total_score_overall	timestamp	ms
20	female	25	1	0	4	4	0	8.909000	0	0	2016-Apr22-15.01.19	574000	
20	female	25	1	1	3	3	1	3.237000	1	1	2016-Apr22-15.01.23	462000	
20	female	25	1	2	2	2	1	3.925000	2	2	2016-Apr22-15.01.28	46000	
20	female	25	1	3	6	6	0	2.973000	2	2	2016-Apr22-15.01.31	680000	
20	female	25	1	4	2	2	1	3.020000	3	3	2016-Apr22-15.01.35	364000	
20	female	25	1	5	3	3	0	2.479000	3	3	2016-Apr22-15.01.38	506000	
20	female	25	1	6	2	2	0	1.866000	3	3	2016-Apr22-15.01.41	38000	
20	female	25	1	7	1	1	1	1.462000	4	4	2016-Apr22-15.01.43	170000	
20	female	25	1	8	7	7	0	1.770000	4	4	2016-Apr22-15.01.45	616000	
20	female	25	1	9	2	2	0	2.077000	4	4	2016-Apr22-15.01.48	368000	
20	female	25	1	10	4	4	1	1.405000	5	5	2016-Apr22-15.01.50	449000	
20	female	25	1	11	3	3	0	3.139000	5	5	2016-Apr22-15.01.54	268000	
20	female	25	1	12	4	4	0	1.376000	5	5	2016-Apr22-15.01.56	318000	
20	female	25	1	13	2	2	0	2.806000	5	5	2016-Apr22-15.01.59	805000	
20	female	25	1	14	0	0	1	1.368000	6	6	2016-Apr22-15.02.01	875000	
20	female	25	1	15	5	5	0	1.907000	6	6	2016-Apr22-15.02.04	472000	
20	female	25	1	16	7	7	0	0.934000	6	6	2016-Apr22-15.02.06	95000	
20	female	25	1	17	0	0	0	2.350000	6	6	2016-Apr22-15.02.09	133000	
20	female	25	1	18	2	2	0	2.816000	6	6	2016-Apr22-15.02.12	637000	
20	female	25	1	19	1	1	0	0.559000	6	6	2016-Apr22-15.02.13	889000	
20	female	25	1	20	3	3	0	0.677000	6	6	2016-Apr22-15.02.15	256000	
20	female	25	1	21	7	7	0	0.573000	6	6	2016-Apr22-15.02.16	516000	
