
id	gender	age	block_id	trial_number	bandit_position	 bandit_id	payoff	rt	block_score	total_score_overall	timestamp	ms
15	female	22	1	0	3	3	1	8.708000	1	1	2016-Apr14-14.06.32	720000	
15	female	22	1	1	2	2	0	5.246000	1	1	2016-Apr14-14.06.38	576000	
15	female	22	1	2	1	1	0	2.535000	1	1	2016-Apr14-14.06.41	725000	
15	female	22	1	3	0	0	0	7.978000	1	1	2016-Apr14-14.06.50	323000	
15	female	22	1	4	3	3	1	3.675000	2	2	2016-Apr14-14.06.54	620000	
15	female	22	1	5	3	3	0	3.738000	2	2	2016-Apr14-14.06.58	980000	
15	female	22	1	6	1	1	0	1.532000	2	2	2016-Apr14-14.07.01	132000	
15	female	22	1	7	3	3	1	8.339000	3	3	2016-Apr14-14.07.10	92000	
15	female	22	1	8	0	0	0	38.220000	3	3	2016-Apr14-14.07.48	938000	
15	female	22	1	9	3	3	0	1.496000	3	3	2016-Apr14-14.07.51	52000	
15	female	22	1	10	2	2	0	1.349000	3	3	2016-Apr14-14.07.53	23000	
15	female	22	1	11	3	3	1	0.874000	4	4	2016-Apr14-14.07.54	520000	
15	female	22	1	12	3	3	0	3.249000	4	4	2016-Apr14-14.07.58	389000	
15	female	22	1	13	3	3	0	0.708000	4	4	2016-Apr14-14.07.59	719000	
15	female	22	1	14	1	1	0	1.155000	4	4	2016-Apr14-14.08.01	496000	
15	female	22	1	15	2	2	1	1.642000	5	5	2016-Apr14-14.08.03	758000	
15	female	22	1	16	3	3	0	3.475000	5	5	2016-Apr14-14.08.07	856000	
15	female	22	1	17	2	2	1	1.458000	6	6	2016-Apr14-14.08.09	935000	
15	female	22	1	18	0	0	1	3.987000	7	7	2016-Apr14-14.08.14	544000	
15	female	22	1	19	3	3	1	4.226000	8	8	2016-Apr14-14.08.19	389000	
15	female	22	1	20	3	3	1	3.926000	9	9	2016-Apr14-14.08.23	936000	
15	female	22	1	21	2	2	0	4.329000	9	9	2016-Apr14-14.08.28	888000	
15	female	22	1	22	3	3	0	1.907000	9	9	2016-Apr14-14.08.31	417000	
15	female	22	1	23	1	1	0	1.530000	9	9	2016-Apr14-14.08.33	570000	
15	female	22	1	24	0	0	0	1.121000	9	9	2016-Apr14-14.08.35	312000	
15	female	22	1	25	3	3	1	0.875000	10	10	2016-Apr14-14.08.36	810000	
15	female	22	1	26	2	2	1	8.305000	11	11	2016-Apr14-14.08.45	736000	
15	female	22	1	27	3	3	1	1.779000	12	12	2016-Apr14-14.08.48	138000	
15	female	22	1	28	2	2	0	1.488000	12	12	2016-Apr14-14.08.50	251000	
15	female	22	1	29	3	3	0	1.209000	12	12	2016-Apr14-14.08.52	85000	
15	female	22	1	30	3	3	1	0.975000	13	13	2016-Apr14-14.08.53	682000	
15	female	22	1	31	3	3	0	2.474000	13	13	2016-Apr14-14.08.56	779000	
15	female	22	1	32	0	0	1	0.919000	14	14	2016-Apr14-14.08.58	323000	
15	female	22	1	33	2	2	0	2.056000	14	14	2016-Apr14-14.09.01	1000	
