
id	gender	age	block_id	trial_number	bandit_position	 bandit_id	payoff	rt	block_score	total_score_overall	timestamp	ms
7	female	26	1	0	0	0	0	9.380000	0	0	2016-Feb29-13.30.12	235000	
7	female	26	1	1	1	1	0	4.742000	0	0	2016-Feb29-13.30.17	584000	
7	female	26	1	2	3	3	1	4.548000	1	1	2016-Feb29-13.30.22	743000	
7	female	26	1	3	2	2	0	9.495000	1	1	2016-Feb29-13.30.32	856000	
7	female	26	1	4	3	3	1	4.960000	2	2	2016-Feb29-13.30.38	435000	
7	female	26	1	5	3	3	0	3.190000	2	2	2016-Feb29-13.30.42	244000	
7	female	26	1	6	2	2	0	2.485000	2	2	2016-Feb29-13.30.45	348000	
7	female	26	1	7	3	3	1	2.374000	3	3	2016-Feb29-13.30.48	339000	
7	female	26	1	8	3	3	0	1.111000	3	3	2016-Feb29-13.30.50	68000	
7	female	26	1	9	3	3	1	3.758000	4	4	2016-Feb29-13.30.54	446000	
7	female	26	1	10	0	0	0	3.959000	4	4	2016-Feb29-13.30.59	22000	
7	female	26	1	11	3	3	0	1.486000	4	4	2016-Feb29-13.31.01	128000	
7	female	26	1	12	3	3	0	2.100000	4	4	2016-Feb29-13.31.03	845000	
7	female	26	1	13	3	3	0	1.849000	4	4	2016-Feb29-13.31.06	313000	
7	female	26	1	14	3	3	1	1.270000	5	5	2016-Feb29-13.31.08	204000	
7	female	26	1	15	3	3	1	1.779000	6	6	2016-Feb29-13.31.10	602000	
7	female	26	1	16	3	3	0	2.726000	6	6	2016-Feb29-13.31.13	946000	
7	female	26	1	17	3	3	1	1.502000	7	7	2016-Feb29-13.31.16	67000	
7	female	26	1	18	3	3	1	1.573000	8	8	2016-Feb29-13.31.18	257000	
7	female	26	1	19	3	3	0	0.664000	8	8	2016-Feb29-13.31.19	543000	
7	female	26	1	20	2	2	1	1.771000	9	9	2016-Feb29-13.31.21	931000	
7	female	26	1	21	1	1	0	2.351000	9	9	2016-Feb29-13.31.24	902000	
7	female	26	1	22	0	0	1	1.309000	10	10	2016-Feb29-13.31.26	828000	
7	female	26	1	23	2	2	1	1.352000	11	11	2016-Feb29-13.31.28	800000	
7	female	26	1	24	2	2	0	1.547000	11	11	2016-Feb29-13.31.30	965000	
7	female	26	1	25	0	0	0	1.319000	11	11	2016-Feb29-13.31.32	903000	
7	female	26	1	26	3	3	1	0.949000	12	12	2016-Feb29-13.31.34	471000	
7	female	26	1	27	3	3	0	1.382000	12	12	2016-Feb29-13.31.36	471000	
7	female	26	1	28	3	3	0	1.454000	12	12	2016-Feb29-13.31.38	544000	
7	female	26	1	29	1	1	0	1.286000	12	12	2016-Feb29-13.31.40	448000	
7	female	26	1	30	2	2	1	1.287000	13	13	2016-Feb29-13.31.42	353000	
7	female	26	1	31	2	2	0	1.469000	13	13	2016-Feb29-13.31.44	445000	
7	female	26	1	32	3	3	0	0.922000	13	13	2016-Feb29-13.31.45	986000	
7	female	26	1	33	3	3	1	0.853000	14	14	2016-Feb29-13.31.47	460000	
7	female	26	1	34	3	3	0	0.811000	14	14	2016-Feb29-13.31.48	892000	
7	female	26	1	35	0	0	1	1.259000	15	15	2016-Feb29-13.31.50	771000	
7	female	26	1	36	2	2	0	1.918000	15	15	2016-Feb29-13.31.53	308000	
7	female	26	1	37	0	0	0	0.581000	15	15	2016-Feb29-13.31.54	510000	
7	female	26	1	38	1	1	0	0.388000	15	15	2016-Feb29-13.31.55	518000	
7	female	26	1	39	3	3	0	1.180000	15	15	2016-Feb29-13.31.57	319000	
7	female	26	1	40	3	3	0	1.844000	15	15	2016-Feb29-13.31.59	781000	
7	female	26	1	41	2	2	1	1.558000	16	16	2016-Feb29-13.32.01	959000	
7	female	26	1	42	2	2	0	2.517000	16	16	2016-Feb29-13.32.05	96000	
7	female	26	1	43	0	0	1	1.392000	17	17	2016-Feb29-13.32.07	128000	
7	female	26	1	44	0	0	0	0.853000	17	17	2016-Feb29-13.32.08	601000	
7	female	26	1	45	0	0	1	0.804000	18	18	2016-Feb29-13.32.10	28000	
7	female	26	1	46	0	0	1	3.418000	19	19	2016-Feb29-13.32.14	69000	
7	female	26	1	47	0	0	0	1.353000	19	19	2016-Feb29-13.32.16	42000	
7	female	26	1	48	1	1	1	4.461000	20	20	2016-Feb29-13.32.21	125000	
7	female	26	1	49	1	1	0	2.619000	20	20	2016-Feb29-13.32.24	364000	
7	female	26	1	50	3	3	1	1.092000	21	21	2016-Feb29-13.32.26	77000	
7	female	26	1	51	3	3	1	0.444000	22	22	2016-Feb29-13.32.27	143000	
7	female	26	1	52	3	3	1	0.427000	23	23	2016-Feb29-13.32.28	190000	
7	female	26	1	53	3	3	0	0.331000	23	23	2016-Feb29-13.32.29	144000	
7	female	26	1	54	0	0	0	1.034000	23	23	2016-Feb29-13.32.30	802000	
7	female	26	1	55	1	1	1	0.760000	24	24	2016-Feb29-13.32.32	184000	
7	female	26	1	56	2	2	0	1.442000	24	24	2016-Feb29-13.32.34	247000	
7	female	26	1	57	1	1	1	0.308000	25	25	2016-Feb29-13.32.35	178000	
7	female	26	1	58	1	1	1	0.304000	26	26	2016-Feb29-13.32.36	108000	
7	female	26	1	59	1	1	1	0.238000	27	27	2016-Feb29-13.32.36	972000	
7	female	26	1	60	1	1	0	0.174000	27	27	2016-Feb29-13.32.37	772000	
7	female	26	1	61	1	1	1	0.415000	28	28	2016-Feb29-13.32.38	812000	
7	female	26	1	62	1	1	0	0.383000	28	28	2016-Feb29-13.32.39	818000	
7	female	26	1	63	3	3	1	1.163000	29	29	2016-Feb29-13.32.41	602000	
7	female	26	1	64	3	3	0	1.371000	29	29	2016-Feb29-13.32.43	595000	
7	female	26	1	65	3	3	1	0.258000	30	30	2016-Feb29-13.32.44	479000	
7	female	26	1	66	2	2	0	0.470000	30	30	2016-Feb29-13.32.45	572000	
7	female	26	1	67	3	3	0	0.409000	30	30	2016-Feb29-13.32.46	606000	
7	female	26	1	68	3	3	1	0.312000	31	31	2016-Feb29-13.32.47	543000	
7	female	26	1	69	3	3	1	0.447000	32	32	2016-Feb29-13.32.48	614000	
7	female	26	1	70	3	3	0	0.232000	32	32	2016-Feb29-13.32.49	470000	
7	female	26	1	71	3	3	1	0.319000	33	33	2016-Feb29-13.32.50	416000	
7	female	26	1	72	3	3	1	0.302000	34	34	2016-Feb29-13.32.51	343000	
7	female	26	1	73	3	3	0	0.688000	34	34	2016-Feb29-13.32.52	652000	
7	female	26	1	74	3	3	0	0.139000	34	34	2016-Feb29-13.32.53	418000	
7	female	26	1	75	3	3	1	0.245000	35	35	2016-Feb29-13.32.54	288000	
7	female	26	1	76	3	3	0	0.480000	35	35	2016-Feb29-13.32.55	391000	
7	female	26	1	77	3	3	1	0.153000	36	36	2016-Feb29-13.32.56	169000	
7	female	26	1	78	3	3	0	0.423000	36	36	2016-Feb29-13.32.57	217000	
7	female	26	1	79	3	3	1	0.367000	37	37	2016-Feb29-13.32.58	212000	
7	female	26	1	80	3	3	1	0.261000	38	38	2016-Feb29-13.32.59	99000	
7	female	26	1	81	3	3	1	0.358000	39	39	2016-Feb29-13.33.00	83000	
7	female	26	1	82	3	3	1	0.213000	40	40	2016-Feb29-13.33.00	924000	
7	female	26	1	83	3	3	0	0.198000	40	40	2016-Feb29-13.33.01	746000	
7	female	26	1	84	3	3	0	0.400000	40	40	2016-Feb29-13.33.02	770000	
7	female	26	1	85	3	3	1	0.152000	41	41	2016-Feb29-13.33.03	548000	
7	female	26	1	86	3	3	0	0.301000	41	41	2016-Feb29-13.33.04	477000	
7	female	26	1	87	3	3	0	0.205000	41	41	2016-Feb29-13.33.05	308000	
7	female	26	1	88	3	3	1	0.222000	42	42	2016-Feb29-13.33.06	154000	
7	female	26	1	89	3	3	0	0.304000	42	42	2016-Feb29-13.33.07	83000	
7	female	26	1	90	3	3	1	0.695000	43	43	2016-Feb29-13.33.08	403000	
7	female	26	1	91	3	3	1	0.432000	44	44	2016-Feb29-13.33.09	461000	
7	female	26	1	92	3	3	0	0.582000	44	44	2016-Feb29-13.33.10	667000	
7	female	26	1	93	3	3	0	0.305000	44	44	2016-Feb29-13.33.11	598000	
7	female	26	1	94	3	3	1	0.198000	45	45	2016-Feb29-13.33.12	423000	
7	female	26	1	95	3	3	1	0.493000	46	46	2016-Feb29-13.33.13	541000	
7	female	26	1	96	3	3	1	1.687000	47	47	2016-Feb29-13.33.15	850000	
7	female	26	1	97	3	3	1	0.419000	48	48	2016-Feb29-13.33.16	893000	
7	female	26	1	98	3	3	1	0.311000	49	49	2016-Feb29-13.33.17	831000	
7	female	26	1	99	3	3	1	0.461000	50	50	2016-Feb29-13.33.18	919000	
7	female	26	2	0	0	0	1	6.114000	1	51	2016-Feb29-13.33.29	287000	
7	female	26	2	1	1	1	1	0.737000	2	52	2016-Feb29-13.33.30	668000	
7	female	26	2	2	2	2	1	0.653000	3	53	2016-Feb29-13.33.31	972000	
7	female	26	2	3	3	3	1	1.485000	4	54	2016-Feb29-13.33.34	114000	
7	female	26	2	4	4	4	0	1.111000	4	54	2016-Feb29-13.33.35	890000	
7	female	26	2	5	5	5	0	0.295000	4	54	2016-Feb29-13.33.36	862000	
7	female	26	2	6	2	2	1	0.508000	5	55	2016-Feb29-13.33.38	42000	
7	female	26	2	7	6	6	0	1.248000	5	55	2016-Feb29-13.33.39	963000	
7	female	26	2	8	7	7	0	0.319000	5	55	2016-Feb29-13.33.40	968000	
7	female	26	2	9	0	0	1	2.370000	6	56	2016-Feb29-13.33.44	20000	
7	female	26	2	10	1	1	0	0.168000	6	56	2016-Feb29-13.33.44	875000	
7	female	26	2	11	3	3	0	1.521000	6	56	2016-Feb29-13.33.47	75000	
7	female	26	2	12	2	2	0	1.002000	6	56	2016-Feb29-13.33.48	757000	
7	female	26	2	13	0	0	0	0.399000	6	56	2016-Feb29-13.33.49	842000	
7	female	26	2	14	1	1	0	0.642000	6	56	2016-Feb29-13.33.51	170000	
7	female	26	2	15	2	2	0	0.259000	6	56	2016-Feb29-13.33.52	115000	
7	female	26	2	16	3	3	0	0.154000	6	56	2016-Feb29-13.33.52	959000	
7	female	26	2	17	4	4	1	0.326000	7	57	2016-Feb29-13.33.53	970000	
7	female	26	2	18	5	5	0	0.260000	7	57	2016-Feb29-13.33.54	917000	
7	female	26	2	19	6	6	0	0.225000	7	57	2016-Feb29-13.33.55	831000	
7	female	26	2	20	7	7	0	0.991000	7	57	2016-Feb29-13.33.57	503000	
7	female	26	2	21	0	0	0	0.984000	7	57	2016-Feb29-13.33.59	171000	
7	female	26	2	22	4	4	0	0.243000	7	57	2016-Feb29-13.34.00	107000	
7	female	26	2	23	1	1	1	0.476000	8	58	2016-Feb29-13.34.01	269000	
7	female	26	2	24	2	2	0	1.402000	8	58	2016-Feb29-13.34.03	353000	
7	female	26	2	25	3	3	0	0.719000	8	58	2016-Feb29-13.34.04	757000	
7	female	26	2	26	1	1	0	0.148000	8	58	2016-Feb29-13.34.05	594000	
7	female	26	2	27	0	0	1	0.918000	9	59	2016-Feb29-13.34.07	197000	
7	female	26	2	28	0	0	0	0.627000	9	59	2016-Feb29-13.34.08	510000	
7	female	26	2	29	4	4	1	0.843000	10	60	2016-Feb29-13.34.10	38000	
7	female	26	2	30	4	4	0	1.284000	10	60	2016-Feb29-13.34.12	6000	
7	female	26	2	31	5	5	0	0.652000	10	60	2016-Feb29-13.34.13	344000	
7	female	26	2	32	6	6	0	0.417000	10	60	2016-Feb29-13.34.14	451000	
7	female	26	2	33	7	7	0	0.360000	10	60	2016-Feb29-13.34.15	500000	
7	female	26	2	34	4	4	1	0.119000	11	61	2016-Feb29-13.34.16	311000	
7	female	26	2	35	4	4	0	0.627000	11	61	2016-Feb29-13.34.17	625000	
7	female	26	2	36	4	4	1	0.187000	12	62	2016-Feb29-13.34.18	504000	
7	female	26	2	37	4	4	1	0.531000	13	63	2016-Feb29-13.34.19	721000	
7	female	26	2	38	4	4	0	0.179000	13	63	2016-Feb29-13.34.20	591000	
7	female	26	2	39	4	4	0	0.229000	13	63	2016-Feb29-13.34.21	510000	
7	female	26	2	40	4	4	0	0.150000	13	63	2016-Feb29-13.34.22	351000	
7	female	26	2	41	4	4	0	0.149000	13	63	2016-Feb29-13.34.23	192000	
7	female	26	2	42	0	0	1	0.644000	14	64	2016-Feb29-13.34.24	523000	
7	female	26	2	43	0	0	1	0.378000	15	65	2016-Feb29-13.34.25	588000	
7	female	26	2	44	0	0	1	0.129000	16	66	2016-Feb29-13.34.26	407000	
7	female	26	2	45	0	0	1	0.102000	17	67	2016-Feb29-13.34.27	200000	
7	female	26	2	46	0	0	1	0.101000	18	68	2016-Feb29-13.34.27	993000	
7	female	26	2	47	0	0	0	0.124000	18	68	2016-Feb29-13.34.28	809000	
7	female	26	2	48	1	1	0	0.509000	18	68	2016-Feb29-13.34.30	4000	
7	female	26	2	49	2	2	0	0.626000	18	68	2016-Feb29-13.34.31	316000	
7	female	26	2	50	3	3	0	0.235000	18	68	2016-Feb29-13.34.32	240000	
7	female	26	2	51	0	0	1	0.510000	19	69	2016-Feb29-13.34.33	438000	
7	female	26	2	52	0	0	0	0.257000	19	69	2016-Feb29-13.34.34	387000	
7	female	26	2	53	0	0	1	0.092000	20	70	2016-Feb29-13.34.35	173000	
7	female	26	2	54	0	0	1	0.195000	21	71	2016-Feb29-13.34.36	58000	
7	female	26	2	55	0	0	1	0.165000	22	72	2016-Feb29-13.34.36	916000	
7	female	26	2	56	0	0	1	0.115000	23	73	2016-Feb29-13.34.37	725000	
7	female	26	2	57	0	0	1	0.195000	24	74	2016-Feb29-13.34.38	612000	
7	female	26	2	58	0	0	0	0.068000	24	74	2016-Feb29-13.34.39	376000	
7	female	26	2	59	0	0	1	0.016000	25	75	2016-Feb29-13.34.40	87000	
7	female	26	2	60	0	0	1	0.433000	26	76	2016-Feb29-13.34.41	212000	
7	female	26	2	61	0	0	0	0.301000	26	76	2016-Feb29-13.34.42	205000	
7	female	26	2	62	0	0	0	0.171000	26	76	2016-Feb29-13.34.43	71000	
7	female	26	2	63	0	0	0	0.130000	26	76	2016-Feb29-13.34.43	894000	
7	female	26	2	64	1	1	0	0.212000	26	76	2016-Feb29-13.34.44	797000	
7	female	26	2	65	1	1	0	0.141000	26	76	2016-Feb29-13.34.45	632000	
7	female	26	2	66	3	3	0	0.162000	26	76	2016-Feb29-13.34.46	490000	
7	female	26	2	67	2	2	1	0.704000	27	77	2016-Feb29-13.34.47	882000	
7	female	26	2	68	2	2	1	0.169000	28	78	2016-Feb29-13.34.48	742000	
7	female	26	2	69	2	2	1	0.084000	29	79	2016-Feb29-13.34.49	521000	
7	female	26	2	70	2	2	0	0.066000	29	79	2016-Feb29-13.34.50	282000	
7	female	26	2	71	2	2	0	0.049000	29	79	2016-Feb29-13.34.51	27000	
7	female	26	2	72	2	2	1	0.032000	30	80	2016-Feb29-13.34.51	752000	
7	female	26	2	73	2	2	0	0.226000	30	80	2016-Feb29-13.34.52	671000	
7	female	26	2	74	2	2	1	0.052000	31	81	2016-Feb29-13.34.53	417000	
7	female	26	2	75	2	2	0	0.026000	31	81	2016-Feb29-13.34.54	141000	
7	female	26	2	76	2	2	1	0.087000	32	82	2016-Feb29-13.34.54	925000	
7	female	26	2	77	2	2	0	0.247000	32	82	2016-Feb29-13.34.55	865000	
7	female	26	2	78	2	2	1	0.051000	33	83	2016-Feb29-13.34.56	609000	
7	female	26	2	79	2	2	0	0.091000	33	83	2016-Feb29-13.34.57	397000	
7	female	26	2	80	2	2	0	0.104000	33	83	2016-Feb29-13.34.58	192000	
7	female	26	2	81	0	0	1	0.380000	34	84	2016-Feb29-13.34.59	263000	
7	female	26	2	82	0	0	0	0.102000	34	84	2016-Feb29-13.35.00	58000	
7	female	26	2	83	0	0	1	0.050000	35	85	2016-Feb29-13.35.00	803000	
7	female	26	2	84	0	0	1	0.107000	36	86	2016-Feb29-13.35.01	603000	
7	female	26	2	85	0	0	0	0.075000	36	86	2016-Feb29-13.35.02	371000	
7	female	26	2	86	0	0	1	0.115000	37	87	2016-Feb29-13.35.03	181000	
7	female	26	2	87	0	0	1	0.129000	38	88	2016-Feb29-13.35.04	2000	
7	female	26	2	88	0	0	1	0.100000	39	89	2016-Feb29-13.35.04	797000	
7	female	26	2	89	0	0	0	0.210000	39	89	2016-Feb29-13.35.05	702000	
7	female	26	2	90	0	0	1	0.305000	40	90	2016-Feb29-13.35.06	697000	
7	female	26	2	91	0	0	0	0.078000	40	90	2016-Feb29-13.35.07	469000	
7	female	26	2	92	0	0	1	0.234000	41	91	2016-Feb29-13.35.08	397000	
7	female	26	2	93	0	0	1	0.306000	42	92	2016-Feb29-13.35.09	397000	
7	female	26	2	94	0	0	0	0.146000	42	92	2016-Feb29-13.35.10	237000	
7	female	26	2	95	0	0	1	0.138000	43	93	2016-Feb29-13.35.11	68000	
7	female	26	2	96	0	0	1	0.492000	44	94	2016-Feb29-13.35.12	248000	
7	female	26	2	97	0	0	1	0.199000	45	95	2016-Feb29-13.35.13	141000	
7	female	26	2	98	0	0	1	0.099000	46	96	2016-Feb29-13.35.13	933000	
7	female	26	2	99	0	0	0	0.148000	46	96	2016-Feb29-13.35.14	777000	
7	female	26	3	0	0	0	1	2.359000	1	97	2016-Feb29-13.35.19	795000	
7	female	26	3	1	1	1	1	0.191000	2	98	2016-Feb29-13.35.20	592000	
7	female	26	3	2	2	2	0	0.498000	2	98	2016-Feb29-13.35.21	704000	
7	female	26	3	3	3	3	0	0.089000	2	98	2016-Feb29-13.35.22	415000	
7	female	26	3	4	0	0	0	0.146000	2	98	2016-Feb29-13.35.23	185000	
7	female	26	3	5	1	1	0	0.153000	2	98	2016-Feb29-13.35.23	960000	
7	female	26	3	6	2	2	0	0.162000	2	98	2016-Feb29-13.35.24	746000	
7	female	26	3	7	3	3	0	0.064000	2	98	2016-Feb29-13.35.25	436000	
7	female	26	3	8	0	0	0	0.086000	2	98	2016-Feb29-13.35.26	146000	
7	female	26	3	9	2	2	0	0.176000	2	98	2016-Feb29-13.35.26	943000	
7	female	26	3	10	1	1	1	0.171000	3	99	2016-Feb29-13.35.27	736000	
7	female	26	3	11	3	3	1	0.081000	4	100	2016-Feb29-13.35.28	445000	
7	female	26	3	12	1	1	0	0.430000	4	100	2016-Feb29-13.35.29	495000	
7	female	26	3	13	3	3	0	0.188000	4	100	2016-Feb29-13.35.30	305000	
7	female	26	3	14	0	0	0	0.409000	4	100	2016-Feb29-13.35.31	335000	
7	female	26	3	15	2	2	1	0.499000	5	101	2016-Feb29-13.35.32	460000	
7	female	26	3	16	2	2	0	0.383000	5	101	2016-Feb29-13.35.33	466000	
7	female	26	3	17	1	1	0	0.338000	5	101	2016-Feb29-13.35.34	426000	
7	female	26	3	18	3	3	1	0.209000	6	102	2016-Feb29-13.35.35	261000	
7	female	26	3	19	3	3	0	0.247000	6	102	2016-Feb29-13.35.36	131000	
7	female	26	3	20	3	3	1	0.185000	7	103	2016-Feb29-13.35.36	939000	
7	female	26	3	21	3	3	1	0.305000	8	104	2016-Feb29-13.35.37	868000	
7	female	26	3	22	3	3	0	0.200000	8	104	2016-Feb29-13.35.38	692000	
7	female	26	3	23	3	3	0	0.255000	8	104	2016-Feb29-13.35.39	571000	
7	female	26	3	24	3	3	1	0.097000	9	105	2016-Feb29-13.35.40	292000	
7	female	26	3	25	0	0	1	0.400000	10	106	2016-Feb29-13.35.41	316000	
7	female	26	3	26	1	1	1	1.096000	11	107	2016-Feb29-13.35.43	34000	
7	female	26	3	27	1	1	0	0.499000	11	107	2016-Feb29-13.35.44	153000	
7	female	26	3	28	1	1	0	0.172000	11	107	2016-Feb29-13.35.44	946000	
7	female	26	3	29	3	3	0	2.563000	11	107	2016-Feb29-13.35.48	130000	
7	female	26	3	30	0	0	1	0.419000	12	108	2016-Feb29-13.35.49	173000	
7	female	26	3	31	0	0	1	0.593000	13	109	2016-Feb29-13.35.50	388000	
7	female	26	3	32	0	0	0	0.138000	13	109	2016-Feb29-13.35.51	151000	
7	female	26	3	33	0	0	1	0.111000	14	110	2016-Feb29-13.35.51	884000	
7	female	26	3	34	0	0	1	0.193000	15	111	2016-Feb29-13.35.52	702000	
7	female	26	3	35	0	0	1	0.071000	16	112	2016-Feb29-13.35.53	398000	
7	female	26	3	36	0	0	1	0.112000	17	113	2016-Feb29-13.35.54	134000	
7	female	26	3	37	0	0	1	0.136000	18	114	2016-Feb29-13.35.54	895000	
7	female	26	3	38	0	0	0	0.054000	18	114	2016-Feb29-13.35.55	577000	
7	female	26	3	39	0	0	1	0.133000	19	115	2016-Feb29-13.35.56	334000	
7	female	26	3	40	0	0	0	0.080000	19	115	2016-Feb29-13.35.57	37000	
